"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","peptide.length","start","intensity_0nM_R1","intensity_0nM_R2","intensity_0nM_R3","intensity_0nM_R4","intensity_02nM_R1","intensity_02nM_R2","intensity_02nM_R3","intensity_02nM_R4","intensity_2nM_R1","intensity_2nM_R2","intensity_2nM_R3","intensity_2nM_R4","intensity_2uM_R1","intensity_2uM_R2","intensity_2uM_R3","intensity_2uM_R4","intensity_20nM_R1","intensity_20nM_R2","intensity_20nM_R3","intensity_20nM_R4","intensity_20uM_R1","intensity_20uM_R2","intensity_20uM_R3","intensity_20uM_R4","intensity_100uM_R1","intensity_100uM_R2","intensity_100uM_R3","intensity_100uM_R4","intensity_200nM_R1","intensity_200nM_R2","intensity_200nM_R3","intensity_200nM_R4","quantified.in.rep1.?","quantified.in.rep2.?","quantified.in.rep3.?","quantified.in.rep4.?","Nr.of.replicates.(quantified)","stabilized.in.rep1.?","stabilized.in.rep2.?","stabilized.in.rep3.?","stabilized.in.rep4.?","Nr.of.replicates.(stabilized)","destabilized.in.rep1.?","destabilized.in.rep2.?","destabilized.in.rep3.?","destabilized.in.rep4.?","Nr.of.replicates.(destabilized)","regulation","pEC50_rep1","R2_rep1","lower_rep1","upper_rep1","Ratio_0nM_0nM_R1","Ratio_02nM_0nM_R1","Ratio_2nM_0nM_R1","Ratio_20nM_0nM_R1","Ratio_200nM_0nM_R1","Ratio_2uM_0nM_R1","Ratio_20uM_0nM_R1","Ratio_100uM_0nM_R1","pEC50_rep2","R2_rep2","lower_rep2","upper_rep2","Ratio_0nM_0nM_R2","Ratio_02nM_0nM_R2","Ratio_2nM_0nM_R2","Ratio_20nM_0nM_R2","Ratio_200nM_0nM_R2","Ratio_2uM_0nM_R2","Ratio_20uM_0nM_R2","Ratio_100uM_0nM_R2","pEC50_rep3","R2_rep3","lower_rep3","upper_rep3","Ratio_0nM_0nM_R3","Ratio_02nM_0nM_R3","Ratio_2nM_0nM_R3","Ratio_20nM_0nM_R3","Ratio_200nM_0nM_R3","Ratio_2uM_0nM_R3","Ratio_20uM_0nM_R3","Ratio_100uM_0nM_R3","pEC50_rep4","R2_rep4","lower_rep4","upper_rep4","Ratio_0nM_0nM_R4","Ratio_02nM_0nM_R4","Ratio_2nM_0nM_R4","Ratio_20nM_0nM_R4","Ratio_200nM_0nM_R4","Ratio_2uM_0nM_R4","Ratio_20uM_0nM_R4","Ratio_100uM_0nM_R4","CV_pEC50","mean_pEC50","is.kinase","end","Protein.kinase","domain","location","D_start","D_end","D_start2","D_end2","in.domain"
"88","P31749","P31749","AKT1_HUMAN","AKT1","RAC-alpha serine/threonine-protein kinase",17,184,461798.9,480460.4,444955.6,417744,505269.9,460220.7,415939.8,440829.3,513495.8,445965,472122.1,416829,477548.2,374006,473442,471057,469627.5,465826.2,479340.7,477656.8,280681,254535,269821,245925,169509.57,196346,212021,193679,480805.8,493047.5,469590.5,499249.4,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.8281,0.9817,0.343907402297202,1.05310585642591,1,1.09413404839206,1.11194678029766,1.01695240070949,1.04115839167222,1.03410423887974,0.607799195710514,0.367063607124227,5.3329,0.9741,0.39893703236399,0.977838232110105,1,0.957874363839351,0.928203448192609,0.969541298304709,1.02619799675478,0.778432520141098,0.52977310929267,0.408662191514639,4.8544,0.961,0.476266649566482,1.03226355001502,1,0.934789448655102,1.06105440632728,1.0772775980345,1.05536484988615,1.06402076971275,0.606399829556028,0.476499228237604,4.8669,0.9353,0.463358813374864,1.08665330574488,1,1.05526183499943,0.997809663334482,1.14341989352331,1.19510848749473,1.12762122256693,0.588697862805929,0.463630836110154,0.0487047601360729,4.970575,"yes",200,"Protein kinase","domain","150-408;",150,408,NA,NA,"yes"
"89","O14965","O14965","AURKA_HUMAN","AURKA","Aurora kinase A",21,376,218598,290884,259729,272383,137737,266964,267772,261451,82331.5,265212,249397,255269,38634.1,36859.5,45357.6,22754.9,179003,232574,228716,224989,47069.6,22058.3,33887.6,27801.7,37506.8,22117.1,31074.8,27681.3,51708.2,84051,53222.2,54500.4,1,1,1,1,4,0,1,1,1,"3",0,0,0,0,"0","stabilized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1293,0.996,0.0837543608289977,0.950463153523655,1,0.91776790748202,0.91174488799659,0.799542085504875,0.288950234457722,0.126715460458465,0.0758319467554077,0.0760340891901927,7.2749,0.997,0.140624226888941,0.998148962880463,1,1.03096689241479,0.960220075540275,0.880594773783444,0.204914353037204,0.174634330398223,0.130472916000909,0.119643166531269,7.248,0.9984,0.0945938908419989,0.967733755402457,1,0.959865336676665,0.937169353447168,0.826002356975288,0.200087376965523,0.0835400887720599,0.102068411024183,0.101626386375067,0.0107342374980421,7.2174,"yes",396,"Protein kinase","domain","133-383;",133,383,NA,NA,"yes"
"90","Q15418","Q15349;Q15418;P51812","KS6A1_HUMAN","RPS6KA1","Ribosomal protein S6 kinase alpha-1",10,156,801876,713986,704107,655094,769070.7,718764,669919.1,698902,743798.6,683147.3,646690.7,645991,282365.9,323794,288198.4,287193.4,725540,709563.5,669875,617506.1,278260.8,302043.7,236633.2,274066,295369,303995.1,272781.2,244623.2,382327.8,379511,332898.3,253203,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.0837,0.9957,0.35440389042737,0.963408640555636,1,0.959089310566721,0.927573091101367,0.904803236410617,0.476791673525582,0.352131626336242,0.347012256259072,0.368347475170725,6.8417,0.9964,0.434102656853291,0.989338867667259,1,1.00669200796654,0.956807696509455,0.993805900956041,0.531538433526708,0.453501889392789,0.423038687033079,0.425771793844697,6.97,0.9901,0.377436411019277,0.957137516902944,1,0.951445021850372,0.918455149572437,0.95138238932435,0.472795043935084,0.409310516725441,0.336075624869516,0.387414412866226,7.5286,0.9911,0.404162673672121,1.01765877089166,1,1.06687284572901,0.986104284270654,0.942622127511472,0.38651399646463,0.438400290645312,0.418361334403918,0.373416944743808,0.0420171088547726,7.106,"yes",165,"Protein kinase","domain","62-321;418-675;",62,321,418,675,"yes"
"91","P30291","P30291","WEE1_HUMAN","WEE1","Wee1-like protein kinase",16,346,156323.7,189056.7,188924,177626.1,133421.2,191677.4,186355.6,172851.7,119709.2,162835.1,152930.1,194250.2,102898.2,133713.1,143330.9,150354.2,125234.3,181495.2,169820.4,158203.1,55904.7,47913.7,60652.6,75115,34251.49,26777.77,55239.6,40685.9,140387.1,140143.1,166974.2,149854.9,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.2519,0.93,0.183226993002582,0.867692342601746,1,0.85349310437253,0.765777677984848,0.801121646941571,0.898053845961937,0.658238002299076,0.357621397139397,0.219106187993247,4.8594,0.9594,-0.238297983798264,0.976192163684897,1,1.01386197897245,0.861302984765946,0.960004062273382,0.741275500947599,0.707264540214655,0.253435609528782,0.141638831101992,5.4145,0.956,0.285658718628602,0.917080401858436,1,0.986405115284453,0.809479473227329,0.898882090152654,0.883816772882217,0.758669623764053,0.32104232389744,0.292390590925451,4.6068,0.95,-0.13853613882578,0.991622328989509,1,0.973121067230548,1.09359041267021,0.8906523309356,0.843653607212003,0.846464567988601,0.42288267321075,0.229053613179595,0.0730225738608935,5.03315,"yes",361,"Protein kinase","domain","299-569;",299,569,NA,NA,"yes"
"92","P42338","P42338","PK3CB_HUMAN","PIK3CB","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",8,621,518575,509886,481769,473236,488731,463261,490133,458588,469330,493161,453558,443905,434479,486032,471818,490034,471939,473418,468063,436708,365974,396521,416465,352124,295123,253652,288784,249303,487108,507624,497771,443795,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.729,0.958,0.44822199187416,0.945924705675046,1,0.942449983126838,0.905037844091983,0.910068938919153,0.93932025261534,0.837832521814588,0.70573012582558,0.569103794051005,4.6333,0.9672,0.491763378121431,0.958890663176827,1,0.908557991394155,0.967198550264177,0.92847813040562,0.995563714242007,0.953216993602492,0.777665988083611,0.497468061488254,4.4308,0.9613,0.519550484933657,0.991389682803283,1,1.01736101741706,0.941442890679973,0.971550680927997,1.03321508855904,0.979344872750218,0.864449559851298,0.599424205376436,4.7014,0.9524,0.52634738387123,0.967195734331488,1,0.969047156175777,0.938020353481138,0.922812296613106,0.937787911316975,1.03549603157832,0.744076951035002,0.526804807749199,0.0291318233727017,4.623625,"yes",628,"Protein kinase","domain","",NA,NA,NA,NA,"no"
"93","P49674","P49674;P48730","KC1E_HUMAN","CSNK1E","Casein kinase I isoform epsilon",11,260,754985,739645,787953,710631,734344,726044,708364,688436,745144,672487,696290,719396,703499,659445,703438,687811,723682,683606,730360,695681,513653,526025,555361,493574,413483,376236,352756,349685,664119,705360,698887,617065,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.8679,0.9552,0.504029997739427,0.962992874047111,1,0.972660383981139,0.986965303946436,0.958538249104287,0.879645290966046,0.931805267654324,0.680348616197673,0.54767048351954,4.4497,0.9706,0.314108404334469,0.955959239712242,1,0.981611448735542,0.909202387631905,0.924235275030589,0.953646681854133,0.891569604337216,0.711185771552569,0.508671051653158,4.6467,0.9546,0.42476185224228,0.916108239389458,1,0.898992706417769,0.883669457442259,0.926908077004593,0.886965339303233,0.892741064505116,0.704814881090623,0.447686600596736,4.7434,0.9461,0.486504248827305,0.966372252839585,1,0.968767194225977,1.01233410870058,0.978962358805062,0.868333917321367,0.967887694176021,0.694557372250859,0.49207675994996,0.0377341054158129,4.676925,"yes",270,"Protein kinase","domain","9-277;",9,277,NA,NA,"yes"
"94","P23443","P23443","KS6B1_HUMAN","RPS6KB1","Ribosomal protein S6 kinase beta-1",14,72,184991,166032,188591,174035,164123,179318,175211,177645,161417,139285,143807,166907,104500,117732,104799,106117,117741,168778,161712,171325,71456.7,78421.3,67160.3,91009.2,55875.6,82667.3,60292.5,55710.1,147444,149667,187080,155683,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.3582,0.9146,0.00262109977131236,0.987772383846279,1,0.887194512165457,0.872566773518712,0.636468801184923,0.797033369190934,0.564892346114135,0.386271224005492,0.302044964349617,5.8002,0.9105,0.465280794630496,0.982159297640371,1,1.08002071889756,0.838904548520767,1.01653898043751,0.901434663197456,0.709092223185892,0.472326419003566,0.497899802447721,5.7451,0.9248,0.337940402287188,0.908177436351954,1,0.92905281800298,0.762533737028808,0.857474640889544,0.991987952765508,0.555694598363655,0.35611614552126,0.319699773584105,5.4872,0.9746,0.238667346745601,1.01068325304537,1,1.02074295400351,0.959042721291694,0.984428419570776,0.894549946849772,0.609745166202201,0.522936190996064,0.32010859884506,0.0375160729609541,5.597675,"yes",85,"Protein kinase","domain","91-352;",91,352,NA,NA,"near"
"95","P31749","P31749","AKT1_HUMAN","AKT1","RAC-alpha serine/threonine-protein kinase",13,407,200291,190617,192072,148756,199147,203907,200724,185701,205197,203351,167222,181391,181872,187501,183912,171213,173021,162476,204950,174398,95099.2,138586,79400.1,94882.2,111428,121962,82324.1,100932,192588,202562,188577,169876,1,1,1,1,4,1,0,1,1,"3",0,0,0,0,"0","stabilized",5.5326,0.9396,0.515531037807093,0.968763773420114,1,0.994288310508211,1.02449436070517,0.863848101013026,0.961540957906246,0.908038803540848,0.474805158494391,0.556330539065659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.441,0.9535,0.420872024597105,0.99288770158031,1,1.04504560789704,0.870621433629056,1.06704777375151,0.98180369861302,0.957515931525678,0.413387167312258,0.428610625182223,5.3986,0.9067,0.658170816025559,1.15674626529419,1,1.2483597300277,1.21938610879561,1.17237624028611,1.14197746645513,1.15096533921321,0.637837801500444,0.678507085428487,0.0125497180353764,5.4574,"yes",419,"Protein kinase","domain","150-408;",150,408,NA,NA,"yes"
"96","O14965","Q96GD4;Q9UQB9;O14965","AURKA_HUMAN","AURKA","Aurora kinase A",8,144,404024,396018,367301,392395,398341,375557,372181,370671,362605,370722,341692,337596,82617.6,99637.4,100339,90970.1,329163,301596,325484,302636,80675.4,91378,90762,88027,91091.1,94571.1,67537.5,83579.1,127192,127366,122452,129494,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.2689,0.9942,0.206861857158412,0.966518016806236,1,0.985934003920559,0.897483812842801,0.814711502286993,0.314812981407045,0.204486862166604,0.199679721996713,0.225459626160822,7.3845,0.998,0.23719712025945,0.968115972644387,1,0.948333156573691,0.936124115570504,0.761571443722255,0.321616694190668,0.251598159679611,0.230742036978117,0.238805054315713,7.1943,0.9923,0.232540647451171,0.983481296991584,1,1.0132861059458,0.930277891974157,0.886150595832846,0.33338324698272,0.273179218134446,0.247105235215804,0.183875077933357,7.3029,0.9909,0.216323343561619,0.946187249862849,1,0.944637418927356,0.860347354069241,0.771253456338638,0.330009301851451,0.23183297442628,0.224332624014067,0.212997362351712,0.0108273004991011,7.28765,"yes",151,"Protein kinase","domain","133-383;",133,383,NA,NA,"yes"
"97","Q9NWZ3","Q9NWZ3","IRAK4_HUMAN","IRAK4","Interleukin-1 receptor-associated kinase 4",10,165,764219,732104.9,767119.6,771015,736621.2,760892.1,742164.9,800162.5,766240.3,712054.6,869317.1,854947,137971.9,112656,150319,181063.58,754324.6,690584.5,824662.8,787700.9,154221.02,140101.71,125016.98,122844,149015.51,126121.35,177322.79,178296.9,348045.7,318233.1,398143.5,372769.9,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.7745,0.9989,0.192433672299825,0.988431307784365,1,0.96388757672866,1.00264492246333,0.987052925928301,0.455426651260961,0.180539740571747,0.201802127400653,0.19499058515949,6.9279,0.9971,0.16896617857955,1.00364596156788,1,1.03932114100042,0.972612804531154,0.943286269494986,0.434682379533315,0.153879587474418,0.19136835445303,0.172272238582203,6.7443,0.985,0.196686961890916,1.04393300491037,1,0.967469609693195,1.13322238149045,1.07501203202213,0.519010986031383,0.195952495543068,0.162969346631216,0.231154033869034,6.8761,0.9923,0.205473463391604,1.04986015356729,1,1.03780406347477,1.1088591013145,1.02164147260429,0.483479439440218,0.23483794738105,0.159327639540087,0.231249586583919,0.0125744331436771,6.8307,"yes",174,"Protein kinase","domain","186-454;",186,454,NA,NA,"no"
"98","Q16512","Q16512","PKN1_HUMAN","PKN1","Serine/threonine-protein kinase N1",11,837,368930.5,314237,297212.1,357551,326785.5,290028.1,248476.6,302643.4,329503.1,281283.9,250907.3,223585.5,31217.8,42651.3,0,28034.8,229592.8,245995.2,242590.3,259598.3,26909,43583.27,31248.9,28201,26935.2,52613.6,43936.3,6951.37,58451.62,41098,0,52805.6,1,1,0,1,3,1,1,0,1,"3",0,0,0,0,"0","stabilized",7.5007,0.9947,0.0719519064280361,0.94053690585335,1,0.885764391938319,0.893130548978737,0.622319922044938,0.158435315052564,0.0846170213631023,0.0729378568592187,0.0730088729449043,7.565,0.9943,0.143140106758737,0.939368656049597,1,0.922959740577971,0.895132972883524,0.782833339167571,0.130786635564876,0.13572971992477,0.138695538717592,0.167432861184393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4776,0.9305,-0.00388893119300847,0.942328122040936,1,0.846434214979122,0.625324778842739,0.726045515185246,0.147686903406787,0.0784078355255614,0.078872664319216,0.0194416181188138,0.00602700801593434,7.51443333333333,"yes",847,"Protein kinase","domain","615-874;",615,874,NA,NA,"yes"
"99","Q9Y6R4","Q9Y6R4","M3K4_HUMAN","MAP3K4","Mitogen-activated protein kinase kinase kinase 4",7,1376,730715,742523,755590,764549,742677,751877,760450,779494,710830,684095,638551,711876,786739,691771,703686,692055,692795,803324,719424,747078,482440,412095,424836,410223,353671,341298,181325,310864,662477,703859,747056,739402,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.7538,0.9407,0.48389979986565,0.986759867439121,1,1.01637026747774,0.972786927872016,0.948105622575149,0.906614754042274,1.07667011078191,0.660230048650979,0.4840067605017,5.108,0.9577,0.446050565281891,0.99388706649058,1,1.01259758956962,0.9213115283971,1.0818843322025,0.947928885704551,0.931649255309263,0.554992909310553,0.459646367856619,4.7075,0.9662,0.177599956674394,0.958202757605011,1,1.00643205971492,0.845102502680025,0.952135417355974,0.988705514895645,0.931306661019865,0.562257308857979,0.239978030413319,5.0503,0.9885,0.380958765363279,0.980125909091433,1,1.01954747177748,0.931105789164592,0.977148619643738,0.967108713764585,0.905180701302336,0.536555537970751,0.406597876656696,0.0414811058270754,4.9049,"yes",1382,"Protein kinase","domain","1343-1601;",1343,1601,NA,NA,"yes"
"100","Q96RR4","Q96RR4","KKCC2_HUMAN","CAMKK2","Calcium/calmodulin-dependent protein kinase kinase 2",8,291,518398,453519,398333,442181,425883,462124,378385,422157,391769,364728,287273,326154,87607.1,97629.9,80260.5,89933.3,129555,119150,115593,128610,88436.9,91999.8,55676.2,76473.9,90109.2,90853,74080.1,91148.3,86124.4,98623,77459.5,88909.6,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",8.3237,0.9835,0.920558694909641,0.166934186448444,1,0.821536734323821,0.755730153279912,0.249914158619439,0.166135671819722,0.168995829459219,0.170596530079206,0.173822429870486,8.4147,0.9995,0.208910414710813,1.0124353620574,1,1.01897384674071,0.804217684374855,0.262723281714768,0.217461671947592,0.215271907020434,0.202857653152349,0.200328982909206,8.4237,0.9977,0.176300341900516,0.993462415026111,1,0.94992129700527,0.72118805120339,0.290191874637552,0.194459158543229,0.201490963590765,0.139773003994146,0.185975302071382,8.4204,0.999,0.193240250892076,0.990960850840164,1,0.954715376734867,0.737602927308048,0.290853745411947,0.201070602309914,0.203385717613376,0.172947051094461,0.206133461184447,0.00572844696418054,8.395625,"yes",298,"Protein kinase","domain","165-446;",165,446,NA,NA,"yes"
"101","Q13523","Q13523","PRP4B_HUMAN","PRPF4B","Serine/threonine-protein kinase PRP4 homolog",11,854,507680.1,469326.9,456859,419388.1,486409.9,458262.5,452659.8,441656.6,451775.3,483083.5,380104.1,406720.2,454248.8,409830.3,423697.7,426880.1,463217.7,450406.4,423241,431896.7,332793.5,323099.8,290437.8,288740.6,239924.4,210095,169534.44,196655.4,443533.9,503116.5,438830.7,397046,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.756,0.9524,0.410289460348362,0.929470599643126,1,0.958103144086207,0.889881837007202,0.912420439564206,0.873648386060435,0.894753999615112,0.655518110715783,0.472589727271169,4.4895,0.9607,0.206471433768876,1.00622273079931,1,0.97642496093874,1.02931133928185,0.9596858820579,1.07199587323889,0.873229938450151,0.688432305925784,0.447651732726166,4.7019,0.9456,0.332452047230362,0.941742428565888,1,0.99080854267947,0.831994335232533,0.926414933272629,0.960538590681151,0.927414585244025,0.635727434503862,0.371087009339862,4.7367,0.9744,0.468378343580205,1.00289036803278,1,1.05309759623604,0.969794326543839,1.02982583435248,0.946726909991008,1.01786412156187,0.68848066981395,0.468910300506858,0.02634749926198,4.671025,"yes",864,"Protein kinase","domain","687-1006;",687,1006,NA,NA,"yes"
"102","Q5VT25","Q9Y5S2;Q5VT25","MRCKA_HUMAN","CDC42BPA","Serine/threonine-protein kinase MRCK alpha",10,86,119249,111404,113661,103988,116346,102913,111704,109152,128613,115343,106238,107512,69415.4,69219.3,85418.4,86809.4,116759,101716,102310,99362.5,56670.9,39952.5,48422.1,48587.2,23783.6,30628.1,26349.3,20850.1,91413.6,97460.9,94558.3,81407.2,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.1401,0.9614,-0.0475966533459327,1.03631172107412,1,0.975655980343651,1.07852476750329,0.979119321755319,0.76657749750522,0.582104671737289,0.475231658127112,0.199444859076386,5.624,0.9855,0.220513952045403,0.978740959105483,1,0.923781910882913,1.03535779684751,0.913037233851567,0.874842016444652,0.621335858676529,0.358627158809378,0.274928189293024,4.3536,0.9904,-0.297064985198292,0.973800963322407,1,0.982782132833602,0.934691758826686,0.90013285119786,0.831932676995627,0.75151899068282,0.42602211840473,0.231823580647716,3.9342,0.9622,-0.648627601120542,1.01690018001001,1,1.04965957610494,1.03388852559911,0.955518906027619,0.782851867523176,0.83480209254914,0.467238527522406,0.200504865946071,0.159805364864769,4.762975,"yes",95,"Protein kinase","domain","77-343;",77,343,NA,NA,"yes"
"103","Q9Y6R4","Q9Y6R4","M3K4_HUMAN","MAP3K4","Mitogen-activated protein kinase kinase kinase 4",13,1466,786820,874570,867362,683173,866937,874031,1090000,811047,800131,959866,994493,1010000,903221,709799,1030000,870836,999915,774153,922442,884193,515791,458881,731474,460003,352158,272829,334462,253386,900032,945752,964436,749420,1,1,1,1,4,1,1,1,0,"3",0,0,0,0,"0","stabilized",4.7891,0.9096,0.446256536163388,1.11355214535548,1,1.10182379705651,1.01691746523983,1.27083068554434,1.14388551384052,1.14793853740373,0.655538750921431,0.447571236114995,4.9708,0.9386,0.203074786331816,1.01492160602897,1,0.999383697131162,1.09752907142939,0.885181289090639,1.08139085493442,0.811597699440868,0.524693277839395,0.311957876442137,4.646,0.9238,0.383505220421117,1.12770555812105,1,1.25668406040385,1.14657201952587,1.06350289729087,1.11191866832995,1.18750879102382,0.843331849908112,0.385608315789716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0338989915392446,4.80196666666667,"yes",1478,"Protein kinase","domain","1343-1601;",1343,1601,NA,NA,"yes"
"104","P42680","P42680","TEC_HUMAN","TEC","Tyrosine-protein kinase Tec",8,448,209559,181740,200988,204594,203006,196301,154294,181055,185565,183567,192475,148908,128100,157333,132539,128878,176140,170988,194299,199457,54056.8,57058.8,35627.4,49393.9,30922.4,39720.4,24177.3,24337.8,185764,196276,187234,162441,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.4273,0.9802,0.0854631203625638,0.933981281522584,1,0.968729570192643,0.885502412208495,0.840527011486025,0.886452025443908,0.611283695761098,0.257955038915055,0.147559398546471,5.274,0.9825,0.212276995298674,1.02247249861959,1,1.08011995157918,1.01005282271377,0.94083856058105,1.07998239242874,0.865703752613624,0.313958402112909,0.218556179157038,5.4898,0.9625,0.120589610921942,0.926974808734414,1,0.767677672298844,0.957644237466913,0.9667194061337,0.931568053814158,0.659437379346031,0.177261329034569,0.120292256254105,5.3087,0.9357,0.043624935714124,0.892933104466173,1,0.884947750178402,0.727821930261884,0.974891736805576,0.793967565031233,0.629920721037763,0.241423990928375,0.11895656764128,0.0187626093405334,5.37495,"yes",455,"Protein kinase","domain","370-623;",370,623,NA,NA,"yes"
"105","Q9Y6E0","Q9Y6E0","STK24_HUMAN","STK24","Serine/threonine-protein kinase 24",12,227,207504.3,198545.1,240362.2,163610.7,248362.6,198798.6,210583.1,175070.9,216585.2,211483.5,196380,217693.5,58192.5,64827.8,51770.1,42331.8,248335.7,213461.6,176295.2,171679.4,32647.5,34870.2,67296.5,8484.72,46967.18,58068.5,26459.47,28521.5,161203.2,142854.9,153124.5,125961.7,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.5361,0.9727,0.205928601608316,1.11074307828693,1,1.19690338947193,1.04376246660913,1.19677375360414,0.77686679263996,0.280439971605408,0.157334088980325,0.226343164936823,6.5532,0.9851,0.24585323894882,1.03876730333446,1,1.00127678799426,1.06516605043388,1.07512902610037,0.719508565056504,0.326514227749766,0.175628610325815,0.29247007355004,6.4862,0.9534,0.0359179801941309,0.965063593592403,1,0.87610739126202,0.817016985199836,0.733456425344751,0.637057324321378,0.215383700099267,0.279979547532848,0.11008166009464,6.4503,0.9558,0.111408567991826,1.12433197382537,1,1.07004554103124,1.3305578424883,1.04931645668651,0.769886688340066,0.258734911591968,0.0518591999178538,0.17432539558843,0.0072239118464192,6.50645,"yes",238,"Protein kinase","domain","36-286;",36,286,NA,NA,"yes"
"106","Q9P289","Q9P289","STK26_HUMAN","STK26","Serine/threonine-protein kinase 26",12,215,407592.2,450625.8,371313.5,390926.6,360465.8,465855.5,467779.1,390324.8,422638.8,361274.4,422984.9,451606.6,195030.84,202063.57,151964.2,90858.6,459525.3,400322.1,449028.4,446974.7,171179.8,149130.22,122687,141443.6,139207.4,82568.3,157688.4,71919.7,416660.8,289363.8,357285.8,285024,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.8785,0.9532,0.380577163942713,1.01420554119925,1,0.884378552877116,1.03691581929193,1.12741436170761,1.02224919907692,0.478495025174672,0.41997810556728,0.341535976399941,5.9541,0.9646,0.0271818169632742,1.01285968485444,1,1.03379677772555,0.80171707878244,0.888369241175272,0.642137667217456,0.448406571483479,0.330940261298843,0.183230298842188,6.4586,0.9595,0.380891508970067,1.15226877342045,1,1.2597955635871,1.13915842004129,1.20929726497959,0.962221411287228,0.409261176876144,0.330413518495826,0.424677260589771,6.6708,0.9665,0.259396362859799,1.07426371736745,1,0.998460580579577,1.1552209545219,1.14337243871356,0.729098505959942,0.232418566554438,0.361816259113603,0.183972387655381,0.0617713959733,6.2405,"yes",226,"Protein kinase","domain","24-274;",24,274,NA,NA,"yes"
