Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/21/d5c0409d24545d8e1975cfdc0bf9d6/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep4_R1.mzML,/nextflow_runs/work/93/926a0a4e2d95ad220653b60c33e0b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep2_R1.mzML,/nextflow_runs/work/69/f85b93db9e34d2529e73b620d4524e/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep4_R1.mzML,/nextflow_runs/work/74/e0cf66cc722ed1285cb1cbcfc26fcc/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep3_R1.mzML,/nextflow_runs/work/9f/7ceb0175e1c81fada40264a9bd4876/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep1_R1.mzML,/nextflow_runs/work/ab/bd0c6ba4de0964352a132f168071a6/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep1_R1.mzML,/nextflow_runs/work/d4/a2fed89bac78aaf88800451e7e35f5/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep3_R1.mzML,/nextflow_runs/work/c2/591c476288ded598123ae1dccdf598/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep2_R1.mzML
B2RQE8,B2RQE8,RHG42_MOUSE,Arhgap42,Rho GTPase-activating protein 42,28935.6,26856,22039.3,29796,35152.2,30805.4,25652.6,30406
B2RR83,B2RR83,YTDC2_MOUSE,Ythdc2,3'-5' RNA helicase YTHDC2,18448.3,24641.5,24897.7,23832.8,21800.3,21645.3,25579.9,26049.1
B2RRE7,B2RRE7,OTUD4_MOUSE,Otud4,OTU domain-containing protein 4,64324.9,68586.2,82386.7,82146.2,71855,74370.1,85136.2,80951.9
B2RSH2,B2RSH2,GNAI1_MOUSE,Gnai1,Guanine nucleotide-binding protein G(i) subunit alpha-1,10132.8,7541.37,5490.32,7497.09,14636.3,,9390.72,8133.72
B2RSH2;P08752,B2RSH2;P08752,GNAI1_MOUSE;GNAI2_MOUSE,Gnai1;Gnai2,Guanine nucleotide-binding protein G(i) subunit alpha-1,101972,100813,104053,115829,75472.8,124441,112658,104132
B2RSH2;P08752;P18872;P63094;Q9DC51,B2RSH2;P08752;P18872;P20612;P50149;P63094;Q3V3I2;Q6R0H7;Q8CGK7;Q9DC51,GNAI1_MOUSE;GNAI2_MOUSE;GNAI3_MOUSE;GNAO_MOUSE;GNAS2_MOUSE,Gnai1;Gnai2;Gnai3;Gnao1;Gnas,Guanine nucleotide-binding protein G(i) subunit alpha-1,1.47E+06,1.42E+06,1.52E+06,1.39E+06,944072,1.04E+06,1.50E+06,1.09E+06
B2RSH2;P08752;P18872;Q9DC51,B2RSH2;P08752;P18872;Q9DC51,GNAI1_MOUSE;GNAI2_MOUSE;GNAI3_MOUSE;GNAO_MOUSE,Gnai1;Gnai2;Gnai3;Gnao1,Guanine nucleotide-binding protein G(i) subunit alpha-1,30377.1,16318.2,38726.8,31771.6,34581.2,40676.7,40814.5,56912.2
B2RSH2;P08752;Q9DC51,B2RSH2;P08752;Q9DC51,GNAI1_MOUSE;GNAI2_MOUSE;GNAI3_MOUSE,Gnai1;Gnai2;Gnai3,Guanine nucleotide-binding protein G(i) subunit alpha-1,318394,375894,403426,398849,293571,407579,436699,391664
B2RU80,B2RU80,PTPRB_MOUSE,Ptprb,Receptor-type tyrosine-protein phosphatase beta,23972.9,25075.5,22242.3,21061.5,21218.7,22988.1,23571.2,25666.3
B2RUR8,B2RUR8,OTU7B_MOUSE,Otud7b,OTU domain-containing protein 7B,31839.8,31406.4,33828.9,32591.2,33130.1,27607.8,32461.1,30025.7
B2RVL6,B2RVL6,ZCH24_MOUSE,Zcchc24,Zinc finger CCHC domain-containing protein 24,55421.4,56423.6,56733.5,55692.2,43700.8,44622.7,55657.7,52092.1
B2RWS6,B2RWS6,EP300_MOUSE,Ep300,Histone acetyltransferase p300,2974.65,,1390.35,,665.223,1322.15,,
B2RWS6;P45481,B2RWS6;P45481,CBP_MOUSE;EP300_MOUSE,Crebbp;Ep300,Histone acetyltransferase p300,32334.3,25589.7,27136.8,31405.7,28818.2,28304.1,37937.9,34285
B2RX12,B2RX12,MRP3_MOUSE,Abcc3,ATP-binding cassette sub-family C member 3,204574,261835,215297,197124,188284,277542,301739,234828
B2RX12;P70170,B2RX12;P70170,ABCC9_MOUSE;MRP3_MOUSE,Abcc3;Abcc9,ATP-binding cassette sub-family C member 3,143615,145320,132035,124038,149912,150295,166839,137507
B2RX14,B2RX14,TUT4_MOUSE,Tut4,Terminal uridylyltransferase 4,21047.1,18520.1,22806,23834,23409.4,16886.6,23057.3,21454.2
B2RXC1,B2RXC1,TPC11_MOUSE,Trappc11,Trafficking protein particle complex subunit 11,79951.4,71536,80978.8,83689,77048.2,85144.2,82166.9,87289
B2RXR6,B2RXR6,ANR44_MOUSE,Ankrd44,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,23148.1,19196.2,20057.7,21306.8,19818.2,18910.6,22734.8,21788.3
B2RXR6;Q505D1,B2RXR6;Q505D1,ANR28_MOUSE;ANR44_MOUSE,Ankrd28;Ankrd44,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,24475,33151.2,36262.3,39089.9,38429.5,26874.9,35653.8,33733.7
B2RXS4,B2RXS4,PLXB2_MOUSE,Plxnb2,Plexin-B2,206541,218486,223791,225476,198959,242377,258482,231786
B2RY04,B2RY04,DOCK5_MOUSE,Dock5,Dedicator of cytokinesis protein 5,13235.6,15688.5,17423.9,16937,18270.4,18347.2,15418.5,17961.2
B2RY04;Q8BUR4,B2RY04;Q8BUR4,DOCK1_MOUSE;DOCK5_MOUSE,Dock1;Dock5,Dedicator of cytokinesis protein 5,32170.5,34985,39731.4,38672.2,27869.6,41751.2,38959,40610
B2RY56,B2RY56,RBM25_MOUSE,Rbm25,RNA-binding protein 25,94570.4,109297,115265,110402,110063,128758,110810,117829
B7ZMP1,B7ZMP1,XPP3_MOUSE,Xpnpep3,Xaa-Pro aminopeptidase 3,180305,142258,163485,175193,127983,132424,179075,156595
B8JK39,B8JK39,ITA9_MOUSE,Itga9,Integrin alpha-9,62852.4,82375.3,66708,71540.9,67157.3,100740,84894.5,98956.9
B8ZXI1,B8ZXI1,QTRT2_MOUSE,Qtrt2,Queuine tRNA-ribosyltransferase accessory subunit 2,47357.5,40876,49763.9,43768.9,47975.4,47735.4,43201.4,39523.2
B9EJ80,B9EJ80,PDZD8_MOUSE,Pdzd8,PDZ domain-containing protein 8,31942.5,29932,30523.9,27624.2,28015.7,27019.1,38364.5,32106.9
B9EJ86,B9EJ86,OSBL8_MOUSE,Osbpl8,Oxysterol-binding protein-related protein 8,33582.7,29842.9,33355.7,35225.9,33738.5,33064.3,34742.9,37266.7
B9EJR8,B9EJR8,DAAF5_MOUSE,Dnaaf5,Dynein axonemal assembly factor 5,16784.7,16552,18130.9,15444.7,15844.1,13754.2,22355,12226.2
B9EKI3,B9EKI3,TMF1_MOUSE,Tmf1,TATA element modulatory factor,99726.4,91085.6,91649.4,93381.5,90776.5,84126.1,93556.8,96447.6
C0HK79;C0HK80,C0HK79;C0HK80,ARXS1_MOUSE;ARXS2_MOUSE,Arxes1;Arxes2,Adipocyte-related X-chromosome expressed sequence 1,188994,202352,99623.4,111023,132850,53526,92929.3,101821
C0HKD1;C0HKD2;C0HKD3,C0HKD1;C0HKD2;C0HKD3,31F12_MOUSE;31F13_MOUSE;31F14_MOUSE,Spata31f1-2;Spata31f1-3;Spata31f1-4,Protein SPATA31F1-2,,5422.26,,,,,,
C0HKD8;C0HKD9,C0HKD8;C0HKD9,MFA1A_MOUSE;MFA1B_MOUSE,Mfap1a;Mfap1b,Microfibrillar-associated protein 1A,30648.1,34435.1,41765,43884.4,31881.9,58742.7,48890.6,37950.7
C0HKG5;C0HKG6,C0HKG5;C0HKG6,RNT2A_MOUSE;RNT2B_MOUSE,Rnaset2a;Rnaset2b,Ribonuclease T2-A,330374,284433,315186,299430,258202,269651,328988,302572
D0QMC3,D0QMC3,MNDAL_MOUSE,Mndal,Myeloid cell nuclear differentiation antigen-like protein,14881.1,19010.9,13243.8,15959.8,17729.4,16937.2,19321,17446.5
D0QMC3;P0DOV1,D0QMC3;P0DOV1;Q8CGE8,IFI5B_MOUSE;MNDAL_MOUSE,Mnda;Mndal,Myeloid cell nuclear differentiation antigen-like protein,67632.8,68280.4,95319,90069.9,90343.8,95948.7,81883.5,85635.5
D0QMC3;P0DOV2,D0QMC3;P0DOV1;P0DOV2,IFI4_MOUSE;MNDAL_MOUSE,Ifi204;Mndal,Myeloid cell nuclear differentiation antigen-like protein,64061.9,54846.4,62682.9,71211.7,69375.5,60304.8,64566.9,51180.2
D3YXK2,D3YXK2,SAFB1_MOUSE,Safb,Scaffold attachment factor B1,100710,98667.3,128107,116063,101278,132364,118493,110853
D3YXK2;Q80YR5,D3YXK2;Q80YR5,SAFB1_MOUSE;SAFB2_MOUSE,Safb;Safb2,Scaffold attachment factor B1,266306,351110,346220,359608,298366,285830,298196,341571
D3YZP9,D3YZP9,CCDC6_MOUSE,Ccdc6,Coiled-coil domain-containing protein 6,154842,132944,145562,135286,141629,133724,135564,130261
D3Z291,D3Z291,CAHM1_MOUSE,Calhm1,Calcium homeostasis modulator protein 1,7340.63,3710.47,4983.99,8360.79,6388.75,,6495.77,4473.68
D3Z2X2;Q8BMZ5;Q9DBR0,D3Z2X2;Q9DBR0;Q8BMZ5,AKAP8_MOUSE;DNHD1_MOUSE;SEN34_MOUSE,Akap8;Dnhd1;Tsen34,Dynein heavy chain domain-containing protein 1,15845.4,17219.2,15777.5,17394.1,,21344.4,17678.8,16065.9
D3Z4S3,D3Z4S3,PTRD1_MOUSE,Ptrhd1,Putative peptidyl-tRNA hydrolase PTRHD1,11789.1,12868.6,12064.2,12217.2,12662.8,9580.42,16044.7,8105.9
D3Z5L6,D3Z5L6,S18B1_MOUSE,Slc18b1,MFS-type transporter SLC18B1,4778.35,8552.6,5711.65,8553.74,7152.99,6785.27,4346.45,4716.97
D3Z6P0,D3Z6P0,PDIA2_MOUSE,Pdia2,Protein disulfide-isomerase A2,11942.5,16128.7,18282.3,11692.5,17605.5,9263.25,14128.9,13571.8
D3Z6Q9,D3Z6Q9,BIN2_MOUSE,Bin2,Bridging integrator 2,28199.2,28142.1,23529.1,34490.2,21652.2,28371.5,30830.5,29334.1
D3Z6Q9;O08539,O08539;Q7TQF7;D3Z6Q9,BIN1_MOUSE;BIN2_MOUSE,Bin1;Bin2,Bridging integrator 2,30290.6,27322.4,42315.3,47170.6,,51607.1,43298.4,34759
D3Z7P3,D3Z7P3,GLSK_MOUSE,Gls,"Glutaminase kidney isoform, mitochondrial",36901.2,42526.3,48129.9,44945.5,45092.4,47958.5,42899.5,50843.4
D3Z7Q2,D3Z7Q2,SIM20_MOUSE,Smim20,Small integral membrane protein 20,16587.1,16277.6,28686.5,32059.4,23472.4,29511.5,22606.4,24365.6
E0CYV9,E0CYV9,CD054_MOUSE,,Uncharacterized protein C4orf54 homolog,17450.2,21448.8,24736.4,24443.2,,20272.7,28435.3,
E0CZ16,E0CZ16,KLHL3_MOUSE,Klhl3,Kelch-like protein 3,,,7725.97,,7370.66,10012.3,,
E9PUQ8,E9PUQ8,DGKD_MOUSE,Dgkd,Diacylglycerol kinase delta,13665.7,22717.6,27792.8,,23150.4,32338.6,,
E9PV24,E9PV24,FIBA_MOUSE,Fga,Fibrinogen alpha chain,1.82E+06,1.75E+06,1.98E+06,1.92E+06,1.79E+06,2.06E+06,1.76E+06,1.80E+06
E9PVA8,E9PVA8,GCN1_MOUSE,Gcn1,Stalled ribosome sensor GCN1,211377,227358,218285,212338,220722,202663,229446,230458
E9PVB5,E9PVB5,TTC17_MOUSE,Ttc17,Tetratricopeptide repeat protein 17,31234.4,29707.5,31717.3,30756.9,45284.6,31832.4,33360.6,33336.6
E9PW74,E9PW74,GIMD1_MOUSE,Gimd1,GTPase IMAP family member GIMD1,33211.4,48385.6,33526.5,35199.3,35449.3,32552.4,40140.9,32318.7
E9PXF8,E9PXF8,MTMRD_MOUSE,Sbf2,Myotubularin-related protein 13,,4959.94,4615.43,2853.16,8702.41,4293.77,4212.33,6713.64
E9PXF8;Q6ZPE2,E9PXF8;Q6ZPE2,MTMR5_MOUSE;MTMRD_MOUSE,Sbf1;Sbf2,Myotubularin-related protein 13,8632.73,11082.2,10308.1,14147.6,8002.85,11257.6,7821.31,6463.77
E9PYH6,E9PYH6,SET1A_MOUSE,Setd1a,Histone-lysine N-methyltransferase SETD1A,15669.7,21575.3,13359.9,17689.1,22405.1,15098.2,22245,22335.5
E9PYK3,E9PYK3,PARP4_MOUSE,Parp4,Protein mono-ADP-ribosyltransferase PARP4,137981,133926,148931,141038,136396,145219,138682,144667
E9PYL2,E9PYL2,PRR12_MOUSE,Prr12,Proline-rich protein 12,35064.6,38659,44650.6,23862,37874.5,31771.3,40347,38732.6
E9PZJ8,E9PZJ8,ASCC3_MOUSE,Ascc3,Activating signal cointegrator 1 complex subunit 3,60057.2,66955.8,61373.3,60968.8,67417.9,57383.4,71275,70671.8
E9PZM4,E9PZM4,CHD2_MOUSE,Chd2,Chromodomain-helicase-DNA-binding protein 2,77538.6,48511.7,70044.1,76081.3,76814.6,42480.1,62184.7,41112.9
E9Q0S6,E9Q0S6,TENS1_MOUSE,Tns1,Tensin-1,229485,231056,233804,231537,219487,258742,267297,278919
E9Q137,E9Q137,TX264_MOUSE,Tex264,Testis-expressed protein 264 homolog,317826,278575,332741,339809,328100,376651,331203,323158
E9Q1P8,E9Q1P8,I2BP2_MOUSE,Irf2bp2,Interferon regulatory factor 2-binding protein 2,46273.3,55755.5,55629.4,63629.4,51672.4,51441.8,57150.1,52505.6
E9Q1P8;Q8K3X4,Q8K3X4;E9Q1P8,I2BP2_MOUSE;I2BPL_MOUSE,Irf2bp2;Irf2bpl,Interferon regulatory factor 2-binding protein 2,26780.4,32393,27620.1,25920.6,31226.4,23070.8,32067.5,33500.6
E9Q1P8;Q8K3X4;Q8R3Y8,Q8K3X4;E9Q1P8;Q8R3Y8,I2BP1_MOUSE;I2BP2_MOUSE;I2BPL_MOUSE,Irf2bp1;Irf2bp2;Irf2bpl,Interferon regulatory factor 2-binding protein 2,,228752,291754,370200,337525,264119,149818,142411
E9Q236,E9Q236,MRP4_MOUSE,Abcc4,ATP-binding cassette sub-family C member 4,10324,9177.85,9333.97,7282.05,,6217.67,11345,7277.99
E9Q309,E9Q309,CE350_MOUSE,Cep350,Centrosome-associated protein 350,600089,404688,669890,809089,578499,1.08E+06,694675,756546
E9Q394,E9Q394,AKP13_MOUSE,Akap13,A-kinase anchor protein 13,52492.3,48646.8,51076.2,52392.4,54136.1,44070,47302,46710.4
E9Q3C1,E9Q3C1,C2CD2_MOUSE,C2cd2,C2 domain-containing protein 2,203155,253734,209802,184249,187143,208156,269826,224507
E9Q3L2,E9Q3L2,PI4KA_MOUSE,Pi4ka,Phosphatidylinositol 4-kinase alpha,94146.3,95675.3,85090.1,84284.6,93906.8,92896.2,104340,96524.3
E9Q414,E9Q414,APOB_MOUSE,Apob,Apolipoprotein B-100,3.15E+06,3.35E+06,3.17E+06,3.23E+06,3.27E+06,3.09E+06,3.41E+06,3.32E+06
E9Q4N7,E9Q4N7,ARI1B_MOUSE,Arid1b,AT-rich interactive domain-containing protein 1B,91931.4,84561,76972.3,80243.8,70046.7,69382,77035.4,80841
E9Q4P1,E9Q4P1,WDFY1_MOUSE,Wdfy1,WD repeat and FYVE domain-containing protein 1,154640,144779,148644,135188,140374,140011,154116,151219
E9Q4S1,E9Q4S1,PDE8B_MOUSE,Pde8b,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",39337.1,26272.7,36103.1,28266.3,45161,34851.7,34868.3,33191
E9Q4Z2,E9Q4Z2,ACACB_MOUSE,Acacb,Acetyl-CoA carboxylase 2,347860,333919,354525,336426,372504,363802,354567,370909
E9Q4Z2;Q5SWU9,E9Q4Z2;Q5SWU9,ACACA_MOUSE;ACACB_MOUSE,Acaca;Acacb,Acetyl-CoA carboxylase 2,665564,589328,681293,689292,664445,596072,646226,715138
E9Q555,E9Q555,RN213_MOUSE,Rnf213,E3 ubiquitin-protein ligase RNF213,110063,109738,112637,109771,114819,109997,116654,121076
E9Q557,E9Q557,DESP_MOUSE,Dsp,Desmoplakin,1.48E+06,1.35E+06,1.54E+06,1.32E+06,1.45E+06,1.21E+06,1.37E+06,1.32E+06
E9Q5C9,E9Q5C9,NOLC1_MOUSE,Nolc1,Nucleolar and coiled-body phosphoprotein 1,270452,261619,283900,276110,276837,262412,260170,277279
E9Q5F9,E9Q5F9,SETD2_MOUSE,Setd2,Histone-lysine N-methyltransferase SETD2,11950.1,14400.4,13014.8,10208.6,12524.5,10101.9,13419,12714.9
E9Q5K4,E9Q5K4,CP2CN_MOUSE,Cyp2c23,Cytochrome P450 2C44,2.60E+06,2.78E+06,2.89E+06,2.94E+06,2.92E+06,3.61E+06,3.03E+06,3.48E+06
E9Q5K4;Q6XVG2;Q91W64;Q91X77,E9Q5K4;Q6XVG2;Q91X77;Q91W64,CP254_MOUSE;CP270_MOUSE;CP2CN_MOUSE;CY250_MOUSE,Cyp2c23;Cyp2c50;Cyp2c54;Cyp2c70,Cytochrome P450 2C44,8.16E+06,8.96E+06,6.90E+06,7.27E+06,7.48E+06,6.27E+06,7.24E+06,6.26E+06
E9Q5K9,E9Q5K9,YTDC1_MOUSE,Ythdc1,YTH domain-containing protein 1,,20459.8,22987.2,17538.9,,14624.8,21997.2,23235.7
E9Q634,E9Q634,MYO1E_MOUSE,Myo1e,Unconventional myosin-Ie,69978.4,71716.3,66092.2,72368.4,67415.9,68409.9,76828.1,75183.5
E9Q634;P70248,E9Q634;P70248,MYO1E_MOUSE;MYO1F_MOUSE,Myo1e;Myo1f,Unconventional myosin-Ie,25609,44415.4,37303.2,40882,42432.3,39115.2,43338.6,45972.7
E9Q6J5,E9Q6J5,BD1L1_MOUSE,Bod1l,Biorientation of chromosomes in cell division protein 1-like 1,41725.2,31367.9,33424.1,30792.6,38240.7,32746.3,34667.4,30739.2
E9Q6P5,E9Q6P5,TTC7B_MOUSE,Ttc7b,Tetratricopeptide repeat protein 7B,16340.8,15471.4,12418.2,11252.1,15289,18557.1,17995.3,14594.4
E9Q735,E9Q735,UBE4A_MOUSE,Ube4a,Ubiquitin conjugation factor E4 A,106771,90904.9,101006,94350.2,96463.5,89606.5,97662.1,102610
E9Q784,E9Q784,ZC3HD_MOUSE,Zc3h13,Zinc finger CCCH domain-containing protein 13,329664,305349,337702,327721,284373,277687,308030,301412
E9Q7D5,E9Q7D5,ARHG5_MOUSE,Arhgef5,Rho guanine nucleotide exchange factor 5,18566.9,21657.4,19185.9,22486.7,21313.9,18613.8,20537.5,23791.3
E9Q7E2,E9Q7E2,ARID2_MOUSE,Arid2,AT-rich interactive domain-containing protein 2,22931.7,9618.32,9770.95,15607.4,,14760.4,13453.3,12102.2
E9Q7F2,E9Q7F2,RN169_MOUSE,Rnf169,E3 ubiquitin-protein ligase RNF169,6484.23,5688.02,6758.5,6883.65,11344.7,8821.57,8408.9,6753.13
E9Q7G0,E9Q7G0,NUMA1_MOUSE,Numa1,Nuclear mitotic apparatus protein 1,142740,130498,138040,134385,135732,134146,133259,131922
E9Q7M2,E9Q7M2,T22D2_MOUSE,Tsc22d2,TSC22 domain family protein 2,14327.8,19484.2,18966,19397.4,13679.5,19126.9,18259.5,18322.3
E9Q7M2;Q9EQN3;Q9Z2S7,P62500;Q9EQN3;Q9Z2S7;E9Q7M2,T22D2_MOUSE;T22D3_MOUSE;T22D4_MOUSE,Tsc22d2;Tsc22d3;Tsc22d4,TSC22 domain family protein 2,35028.6,26848.7,27129,31248.1,,28577.5,33845.2,37721.2
E9Q7X6,E9Q7X6,HEG1_MOUSE,Heg1,Protein HEG homolog 1,,7665.72,,,8039.47,7031.5,,8433.82
E9Q8D0,E9Q8D0,DJC21_MOUSE,Dnajc21,DnaJ homolog subfamily C member 21,11506.2,10893.5,12744.5,12492.4,12797.2,11184.3,10008.7,9337.02
E9Q8G5,E9Q8G5,ZFOI1_MOUSE,ObI1,Zinc finger protein OBI1,140088,196629,46981.8,52472.7,105181,8205.42,55951.1,107161
E9Q8T7,E9Q8T7,DYH1_MOUSE,Dnah1,Dynein axonemal heavy chain 1,136794,140415,167531,172492,123484,63159.1,166558,110136
E9Q912,E9Q912,GDS1_MOUSE,Rap1gds1,Rap1 GTPase-GDP dissociation stimulator 1,151281,154593,155682,147047,147726,126484,147758,153695
E9Q9D5,E9Q9D5,RBL2A_MOUSE,Rabl2,Rab-like protein 2A,18249,13472.2,14452.3,13024.9,,14046.7,17304.6,14301.5
E9QAF0,E9QAF0,SPT31_MOUSE,Spata31,Spermatogenesis-associated protein 31,675775,744744,777691,731536,744321,711883,759392,727183
E9QAM5,E9QAM5,HELZ2_MOUSE,Helz2,Helicase with zinc finger domain 2,121961,116410,131586,128333,130090,119327,119338,130676
E9QAT4,E9QAT4,SC16A_MOUSE,Sec16a,Protein transport protein Sec16A,209040,200879,212945,215238,216206,219584,216125,215672
F2Z461,F2Z461,HERC6_MOUSE,Herc6,E3 ISG15--protein ligase Herc6,26375.3,22404.2,19794.2,25584.2,15628,12858.5,20276.2,19896.9
F6ZDS4,F6ZDS4,TPR_MOUSE,Tpr,Nucleoprotein TPR,146691,161399,152855,150908,135083,182787,169643,151099
F7BJB9,F7BJB9,MORC3_MOUSE,Morc3,MORC family CW-type zinc finger protein 3,12406.8,14614.8,12881.9,13192.5,25569.1,11372.7,12301.6,11703.6
F8VPK0,F8VPK0,SKI3_MOUSE,Skic3,Superkiller complex protein 3,124656,119493,117855,118343,128303,122233,117966,124557
F8VPQ2,F8VPQ2,ARI4A_MOUSE,Arid4a,AT-rich interactive domain-containing protein 4A,13940.4,9250.21,13652.2,12475.5,4024.47,9487.73,6980.61,8725.65
F8VPU2,F8VPU2,FARP1_MOUSE,Farp1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",122191,148223,153760,141058,139749,146101,150625,165495
F8VQB6,F8VQB6,MYO10_MOUSE,Myo10,Unconventional myosin-X,6795.28,6297.15,5284.65,5899.35,9143.53,4286.82,5445.61,4281.94
G3UZ78,G3UZ78,ADGB_MOUSE,Adgb,Androglobin,24406,29256.7,24662.7,17374.8,,28082.7,21534.9,
G3X8U3,G3X8U3,QNG1_MOUSE,QNG1,Queuosine 5'-phosphate N-glycosylase/hydrolase,169631,182837,186953,177803,178387,182808,201074,203386
G3X982,G3X982,AOXC_MOUSE,Aox3,Aldehyde oxidase 3,1.55E+06,1.51E+06,1.60E+06,1.58E+06,1.50E+06,1.67E+06,1.51E+06,1.64E+06
G3X982;O54754,G3X982;O54754,AOXA_MOUSE;AOXC_MOUSE,Aox1;Aox3,Aldehyde oxidase 3,,,,,13525.2,14067.4,4784.25,9256.05
G3X982;Q00519,G3X982;Q00519;Q3TYQ9,AOXC_MOUSE;XDH_MOUSE,Aox3;Xdh,Aldehyde oxidase 3,3.15E+06,2.94E+06,2.65E+06,2.55E+06,2.78E+06,2.36E+06,2.53E+06,2.53E+06
G3X987,G3X987,GIMA9_MOUSE,Gimap9,GTPase IMAP family member 9,20983.6,22274.7,26371.5,21982.3,26084.8,19994.3,22535.6,24970.6
G3X9K3,G3X9K3,BIG1_MOUSE,Arfgef1,Brefeldin A-inhibited guanine nucleotide-exchange protein 1,64718.6,64776.4,65629.8,61995.6,64359.2,65266.3,65491.4,66087.8
G3X9X1,G3X9X1,KBTB2_MOUSE,Kbtbd2,Kelch repeat and BTB domain-containing protein 2,46879.1,62787.4,58948,57351.9,69252.4,45601,47763.1,50012.2
G3X9Z4,G3X9Z4,PCF11_MOUSE,Pcf11,Pre-mRNA cleavage complex 2 protein Pcf11,19669.7,20740.8,23135.9,25650.7,23127.2,23722.3,24598.9,26127.8
G5E829,G5E829,AT2B1_MOUSE,Atp2b1,Plasma membrane calcium-transporting ATPase 1,523112,490147,568454,538226,398384,557143,665085,566886
G5E829;Q6Q477,G5E829;Q6Q477,AT2B1_MOUSE;AT2B4_MOUSE,Atp2b1;Atp2b4,Plasma membrane calcium-transporting ATPase 1,54646.5,75126.3,54142.8,61871.5,54181.5,54518.8,73024.9,68824
G5E829;Q6Q477;Q9R0K7,G5E829;Q6Q477;Q9R0K7,AT2B1_MOUSE;AT2B2_MOUSE;AT2B4_MOUSE,Atp2b1;Atp2b2;Atp2b4,Plasma membrane calcium-transporting ATPase 1,178096,154939,161007,144876,121678,163532,196620,157743
G5E829;Q9R0K7,G5E829;Q9R0K7,AT2B1_MOUSE;AT2B2_MOUSE,Atp2b1;Atp2b2,Plasma membrane calcium-transporting ATPase 1,74916.5,93924,70167.9,88158.8,68346.4,101036,91170.8,84659.9
G5E861,G5E861,SCLT1_MOUSE,Sclt1,Sodium channel and clathrin linker 1,,,60079.7,,,54560.2,,30956.9
G5E870,G5E870,TRIPC_MOUSE,Trip12,E3 ubiquitin-protein ligase TRIP12,49908.9,43612.8,47796.7,48381.3,54278.2,45126.9,51512.2,49610.2
G5E897,G5E897,PLGT3_MOUSE,Poglut3,Protein O-glucosyltransferase 3,41605.3,46966.7,48284.6,44294.9,36279.7,44978.1,49801,42465.9
G5E8K5,G5E8K5,ANK3_MOUSE,Ank3,Ankyrin-3,134852,155716,140008,138139,131199,140287,158200,132147
G5E8K5;Q02357;Q8C8R3,G5E8K5;Q02357;Q8C8R3,ANK1_MOUSE;ANK2_MOUSE;ANK3_MOUSE,Ank1;Ank2;Ank3,Ankyrin-3,21210.1,19696.7,26359.2,20378.2,21639.9,40098.3,21982.6,30962.9
G5E8K5;Q8C8R3,G5E8K5;Q8C8R3,ANK2_MOUSE;ANK3_MOUSE,Ank2;Ank3,Ankyrin-3,22903.8,30490.6,30125.9,30234.3,26294,36637.2,33584.5,34879.6
G5E8K6,G5E8K6,MOT6_MOUSE,Slc16a5,Monocarboxylate transporter 6,16107.7,12805.2,10364.9,9196.57,,7731.85,16191,11576.1
G5E8P0,G5E8P0,GCP6_MOUSE,Tubgcp6,Gamma-tubulin complex component 6,17683.7,19927.8,18052.4,11368.3,25098.8,10252.6,17856.5,43603.2
G5E8Q8,G5E8Q8,AGRF5_MOUSE,Adgrf5,Adhesion G protein-coupled receptor F5,45136.5,51804.3,34362.9,33861.6,36378.6,47291.3,46698.6,46465.1
G5E8V9,G5E8V9,ARFP1_MOUSE,Arfip1,Arfaptin-1,150561,133186,162926,155930,142874,146685,166789,153085
L0N7N1;Q80TF6,L0N7N1;Q9WV04;Q80TF6,KIF14_MOUSE;STAR9_MOUSE,Kif14;Stard9,Kinesin-like protein KIF14,18259.7,,14234.4,22831.1,25289.8,12726.2,20834.1,18031.7
O08528,O08528,HXK2_MOUSE,Hk2,Hexokinase-2,20245.5,18777.7,20360.8,18980.5,24534.7,17797.7,19029.8,22379.7
O08528;P17710,O08528;P17710,HXK1_MOUSE;HXK2_MOUSE,Hk1;Hk2,Hexokinase-2,55572.3,60893.6,57298.5,51753.9,59248.1,65801.9,50760.1,55759.3
O08529,O08529,CAN2_MOUSE,Capn2,Calpain-2 catalytic subunit,242674,241439,242473,254082,258338,275194,268181,273706
O08532,O08532,CA2D1_MOUSE,Cacna2d1,Voltage-dependent calcium channel subunit alpha-2/delta-1,19821,17063.1,18787.5,16203,17521.6,21562.4,21664.2,17743
O08539,O08539,BIN1_MOUSE,Bin1,Myc box-dependent-interacting protein 1,133113,126484,156534,144798,149784,150790,120851,159870
